price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax
899000.0,13.709038313453757,888.3399209486166,Condo,V6E1T7,V6E,cluster-01,1012.0,2.0,2.0,49.2756184,-123.1341972,-6067.513713217549,2428.0865687024184,15162.030520088489,2594.0
688000.0,13.44154411691548,932.2493224932249,Condo,V6B6G8,V6B,cluster-05,738.0,0.0,1.0,49.2807959,-123.108685,-6066.8939790023915,2428.596844537457,15155.748322429223,1929.0
2298000.0,14.647549737390838,944.1248972884141,Detached,V5W1C8,V5W,cluster-10,2434.0,5.0,2.0,49.2377767,-123.096275,-6060.986901051792,2424.3586543590627,15152.692918875626,8163.0
569000.0,13.251635713108469,1057.6208178438662,Condo,V6Z1P5,V6Z,cluster-01,538.0,1.0,1.0,49.2794889,-123.124186,-6067.496957308535,2428.468026245223,15159.565178162595,1781.0
918000.0,13.729952669602628,877.6290630975143,Condo,V5S0C4,V5S,cluster-04,1046.0,2.0,2.0,49.206689,-123.0376945,-6054.27756853851,2421.2982423427206,15138.274267875331,2570.0
1598000.0,14.284263405308357,1671.5481171548117,Condo,V6E1N5,V6E,cluster-01,956.0,2.0,2.0,49.2834893,-123.135771,-6068.56045252575,2428.8623175832145,15162.418099764442,4247.0
2875000.0,14.871563232213587,1134.5698500394633,Detached,V5Z1Z6,V5Z,cluster-11,2534.0,5.0,3.0,49.2512862,-123.1188459,-6063.761516034597,2425.6891923543108,15158.250215747947,11533.0
499900.0,13.122163357401663,1054.6413502109704,Condo,V5R6E9,V5R,cluster-08,474.0,1.0,1.0,49.235968,-123.0279816,-6057.401765162189,2424.180544897024,15135.88425656994,1214.0
2550000.0,14.75160391713461,1408.8397790055249,Duplex,V6S1K4,V6S,cluster-03,1810.0,3.0,4.0,49.2521907,-123.1824969,-6067.007828220959,2425.7782887491667,15173.92754251851,10467.0
1800000.0,14.403297222866392,872.515753756665,Detached,V5N1Y5,V5N,cluster-09,2063.0,5.0,2.0,49.2602494,-123.0758352,-6062.746337065299,2426.5721709502004,15147.661210177559,7516.0
3499900.0,15.0682449546229,1778.4044715447155,Detached,V5R2J6,V5R,cluster-08,1968.0,6.0,3.0,49.239776,-123.0390521,-6058.41536465633,2424.555540530176,15138.608341666515,7138.0
1639900.0,14.310145822331537,1088.1884538818845,Duplex,V5T2S7,V5T,cluster-09,1507.0,3.0,4.0,49.2569122,-123.0809244,-6062.586286665638,2426.243399478509,15148.913951158516,
618800.0,13.335537397681048,1137.5,Condo,V6Z0E3,V6Z,cluster-01,544.0,1.0,1.0,49.277056,-123.128843,-6067.426891726208,2428.228248027136,15160.71197851865,1751.0
2749900.0,14.827075105345218,1118.7550854353133,Condo,V6H1R1,V6H,cluster-06,2458.0,3.0,3.0,49.2586076,-123.1352033,-6065.468661100925,2426.4104226907775,15162.278291732331,7707.0
1568000.0,14.26531147989249,616.5945733385765,Detached,V6A1Z2,V6A,cluster-09,2543.0,5.0,2.0,49.279386,-123.0804933,-6065.331138401114,2428.457884536996,15148.807830971346,6565.0
568000.0,13.249876697703288,863.2218844984802,Condo,V6R1P4,V6R,cluster-03,658.0,1.0,1.0,49.2689046,-123.1871765,-6069.297246921862,2427.424960483901,15175.080454042154,1114.0
719000.0,13.485616636703183,1198.3333333333333,Condo,V5Y0L7,V5Y,cluster-05,600.0,1.0,1.0,49.2696259,-123.1085956,-6065.514450286386,2427.496036325951,15155.72631060434,2203.0
1148000.0,13.953531855861648,1492.847854356307,Condo,V6Z3A3,V6Z,cluster-05,769.0,1.0,1.0,49.2734689,-123.1163625,-6066.370258724875,2427.874737439267,15157.638715231406,3307.0
2098000.0,14.55649506793838,938.2826475849731,Detached,V5S2C6,V5S,cluster-04,2236.0,6.0,2.0,49.218688,-123.0488409,-6056.302509018739,2422.479248441344,15141.017246833513,3647.0
1600000.0,14.28551418721001,1038.9610389610389,Duplex,V5X1S6,V5X,cluster-10,1540.0,3.0,4.0,49.2186875,-123.1010981,-6058.874478290744,2422.4791992226565,15153.880353425824,5359.0
1699000.0,14.34555040065407,782.9493087557604,Detached,V5M2V8,V5M,cluster-08,2170.0,5.0,3.0,49.2512859,-123.0539415,-6060.564853938375,2425.6891628035387,15142.27251868542,7624.0
1108000.0,13.918067146289367,1156.5762004175365,Townhouse,V6E4P5,V6E,cluster-01,958.0,2.0,3.0,49.287292,-123.1238855,-6068.442896813066,2429.237152693264,15159.49118061711,3114.0
